text
@suima8 @tadsan @tokoroten いぇい
@tadsan DMしましたー
@tadsan やったー
@tadsan 何時頃上野きはります？
@miyabiarts がっかりですよみやびあーつ
急募 上野で飲む人〜
@noy41 無念
@tokoroten 上野で飲むぞ
各位これから上野で飲むぞ
@noy41 上野で飲みませんか、すいまくんがいる
 このページが英語母語話者の講師にウケたので満足しています． https://pic.twitter.com/tjpZS5MyKc
 夫が、よく干したお布団はお日様の匂いがして気持ちいいなー！などと口走ったばかりに「太陽の匂いを嗅いだことがあるのか」「いつ、どうやって太陽の近くまでいったのか」と6歳児に詰問されている。
2です
俺がレベル8だ
 「ごめんね仕様じゃなくって」自社の中なら言える仕変対応ショート寸前今すぐバグ対応泣きたくなるようなムーンライト帰宅もできないミッドナイトだって残業　どうしよう仕様は万華鏡
@miyabiarts はにーそーすいー
若手が「おっさん世代に気を使って古い歌を頑張って歌っている、具体的にはラルクとか」って言ってて膝から崩れ落ちた。ラルクは気を使って歌う古い歌ポジションだったのか…
 中村研が准教授と助教を公募しています。特にNLPの人が准教授で来てくれると僕が個人的に喜びます。http://www.naist.jp/job/20160801i_unkyouju.html…http://www.naist.jp/job/20160801i_okyou.html…
全てにおいて認識が雑なので、ルミネを良い感じのイオン、高島屋を高い感じのイオン、ダイエーを安っぽくしたイオンと、何でもかんでもイオンに結び付けるマンさん
 「Sleipnirの開発者のパソコンが盗まれてソースコードがなくなり開発を継続できなくなってしまったんだよ」「GitHubに上げてなかったんですか？」
タブブラウザ推奨委員会さんからのコメントが欲しい。玉石混交過ぎた時代、ドーナツ関連で大変お世話になりました https://twitter.com/yumu19/status/43245794992525312…
火星の人やゼログラビティなど色々傑作宇宙漂流記モノあるけど、酸素や食料が無くて死ぬどころか、タオルがなくて死ぬかもしれなかったとか事実は小説よりも奇なり過ぎてすごい。死因タオル不足とか絶対ヤダ
やはり銀河ヒッチハイクガイドは間違ってなかった、宇宙で一番大切なものはタオルだったんだ！！という確信を得ている
宇宙港サリュートが電源死に中凍りつき水が使えず乗組員死ぬ間際、港に接続中の宇宙船で太陽光を浴びやすい角度に変えたことで九死に一生を得たと思いきや、溶け出した水が辺りに漂いいつショートしてもおかしく無い状況に陥り、最終的にタオルを大量に積んだ宇宙船送ることで解決した話、くっそ面白い
@tadsan あざざす
 胸が痛い http://qiita.com/tadsan/items/f496e450fc27c8c4494…
 バイドゥ株式会社より、2013年のIMEの問題をまとめた記事が名誉毀損、業務妨害に相当するため削除申立があったと、はてなより連絡を受けました。http://d.hatena.ne.jp/Kango/201312261388077755…
@tadsan たどさんは7系お使いなのですか？
sが小文字だと木刀で殴りかかってくる人はちょっと…
おとなも楽しめるトランスヒューマンガンマ線バースト童話集https://kakuyomu.jp/works/117735404880984700/episodes/1177354054880984707…本当におとなも楽しめた、久々にWeb小説でおー面白いってなった
 「ニュースチェック 11」で新しい書籍の形として取り上げられないだろうか? RT AWKブーム第1世代は「アイドル辞書」で学んだ――日本GNU AWKユーザー会 斉藤さん (1/5)：CodeZine（コードジン） #nhk11 http://codezine.jp/article/detail9478…
@miyabiarts ボーナスで肉をおごってくれるらしいですね
@miyabiarts omedetou
 立命館大学産業社会学部で、「社会学入門」担当（任期なし）の公募が出ております。よろしくご検討ください。http://goo.gl/6My2Jz
 娘（4歳）がピアノの先生から今日初めて短調について習い、その雰囲気を幼児にも理解してもらおうと先生が「娘ちゃんはさぁー悲しい気持ちになる事ってなぁい？」と質問し、娘が元気な声で「ない！」と答えて今日のレッスンが暗礁に乗り上げた。
ガチのお茶をカジュアルに楽しめる場、なかなかないのでぜひご参加いただきたく拝承でやんす
@suima8 行きましょうお茶
お茶ちょっと興味あるけど、経験ないし着物もないしなーって方いらっしゃったらぜひメンション下さい。内容は、お香のお点前を拝見し、お香体験。続いて、お菓子とお抹茶を振る舞います。場所は上野桜木あたり、みんなのざしきという所です。http://uenosakuragiatari.jp/
＠各位お知らせ：6月19日（日曜日）に上野桜木あたりという所でお茶会とお香の会をします。時間：10時、11時半、14時半から開始会費：2500円その他：お茶の経験一切不要。服装はビジカジ程度でOKご興味ある方は木曜までにご連絡いただけますようよろしくお願いします。
 「幼児が立体視やって、一発で手術必要なレベルの斜視に」ってケースがあるので、ギークな男性諸氏、面白半分で子供にVRさせるのは本気でやめてな。訴えられるよ。http://www.moguravr.com/13yearsold-limtation/…
@m_ishihata そのプライド捨てましょう
@so_zaneli 並河氏はすごい人
@tohae そらそうやで、がはは
@tohae 夢やで
みやびあーつ
ワンダの最初の巨像はもう目を閉じ逆立ちしボヘミアンラプソディ歌いながら倒せる、すまん嘘だ
@上司殿トリコ発売されたら3日くらい休んで全クリするんで
@fuba 心当たり無くすよう私のように平穏無事な人生を歩んで欲しいです
ふばさん、言ってはいけないことも、世の中にはあるのでは
そにため社員に会うたび、トリコいつ出るんですかって聞く日々がようやく終わった
 人生の３分の1近く、トリコの発売を待っていた計算になります
 PS4『人喰いの大鷲トリコ』発売日が10月25日に決定 | インサイド http://www.inside-games.jp/article/2016/0/14/99536.html…
IT系企業経営者、歴史書や司馬遷よりSICP読んだ方が良いのでは
 『無人の部屋に70年間家賃を払い続けた女性。彼女の死後、部屋を訪れると…』http://spotlight-media.jp/article/23898888249734707?utm_source=twitter&utm_medium=social&utm_campaign=twitter_share&utm_content=pc… @misterspotlight 殺人や犯罪が絡まないミステリ、みたいなこういう話好き。
 謎の検品作業に忙しい息子。 https://pic.twitter.com/GPu1GruXZS
@valvallow @peccul おめでとうございます！！！！！！！
 Japanese TV is sometimes amazing. Compiler/assembler lessons on TV on a Saturday noon. https://pic.twitter.com/GSpNgBGaYO
 Facebookの囲碁AI「darkforestGo」がオープンソースに https://github.com/facebookresearh/darkforestGo…
@fuba ゆあはぴねすいずまいはぴねす
ギブスん、ツイッターしてたの…
@fuba 退職ですか？
@johtani 殴り込みに来てください
@__gfx__ 自転車買います
@__gfx__ 200万貸して
@ceekz して感想聞かせてくれたまえ（揉み手
すんげーだっせぇAprioriやってみたらめっちゃ感動されたのも（美味しい目は見たからいいっちゃいいけど）なるほどなー感あるし、今後もっと現場とのギャップを埋めていかねばならぬ。現場の夢物語が実は楽勝で実現できて、出来るでしょって言われることが難題なのよくある、ありすぎる
高校生にお仕事の内容を説明するって会にて、「人工知能って聞いたことある？」って聞いたら「電卓ですか？」って言われて、なるほどもっとがんばらないとなーってなってる。そりゃ電卓に毛が生えたモノだと認識されてるなら、「人工知能で車自動制御します」って言っても危険視されるだけだわ
@tokoroten もう完全に肩書きというか経歴というかが不明過ぎて素敵ですね
このニュースびびりすぎて鼻水出たけど、おいてめぇぜってぇ許さねぇhttp://headlines.yahoo.co.jp/hl?a=20160606-0000022-goal-socc…
@kotoriko タイヤ関係だけでで900kg以上の軽量化
 タヌキをつついて出した葉っぱで各種アップグレードやアイテムを購入して着せ替えていくだけのゲーム https://pic.twitter.com/YOddSlE9CM
 こいつら楽しそう https://pic.twitter.com/zFWcTMm980
@pathos95606 カレーパイセン改めピザパイセンやないですか
Q.神取ミクロで良くない？A.そうですね
青春の書だ。最初にミクロしっかり勉強したのこれだったなー。周囲はスティグリッツとかのほうが事例や数値例豊富で親切で良いって言ってけど、武隈はすげーコンパクトでロジックしっかりしてるからむしろ私は読みやすいと思った。再読しようかな https://twitter.com/azt524/status/39033233535291393…
@pathos95606 どうしたんですか体調でも悪いんですかそれカレーじゃ無いですよしっかりしてください！！！！
六本木洒落乙スーパー入ったら、普通そこならキュウリ置いてるっしょってとこにズッキーニ置いてる、洒落乙かよ
 薬剤師「この湿布貼ると、痛みも楽になると思いますよ。それこそ、大船に乗ったつもりで」患者「大船ですか......？」薬剤師「シップだけに」＿人人人人人人＿＞シップだけに＜￣Y^Y^Y^Y^Y^Y￣
 どっちかというと逆の場合が多い気がする。先生「そこで求めたKとは何の値ですか」学生「Kを計算するにはまず○○を求めます。これを O（n^2）時間で求める方法は……」みたいなの。 https://twitter.com/atomotheart/sttus/735140843619651584…
経済系の本で行列式だけやって線形代数扱わないのもう無理だと思うし、AICで変数落とそうぜって計量系の本で気軽に言い出してるし、10年前の知識で経済学語るの辛みがある、今後専攻聞かれたらリスプ学ですとかもっと適当なこと言いたい
経済経営のための数学教室経済経営系で必要なテーマに上手く絞れてて、数式の行間埋めるべく一々冗長な展開してて悪く無い。数式の表記が独特で読み辛く、説明もわかりやすいかと言われると微妙。これで微積線形代数最初に学ぶの辛そう、別分野の人が経済経営やる際のさらっと復習用ならいいかも
「俺は才能がないので今生きてる数学者のトップ5に入る程度でしかない」発言、謙遜なのか不遜なのか全くわからない
@uasi うるとららいと７買いましょう
こういうのめっちゃ欲しい、ちゃお買うか https://twitter.com/sawwwwa/status738585625050288129…
XAMPPもPHP7対応してくれてた、大変便利！これがあれば知識不要でPHPやその他スクリプトが動く社内サーバすぐ立てられちゃうhttps://www.apachefriends.org/download.html
keras-exampleshttps://github.com/nzw0301/keras-xamples…Jupyter notebook上でautopep8によるフォーマッティングhttp://qiita.com/yukinoi/items/0d00e325ef9561922fa…
ClojureとLIBLINEARによる自然言語処理http://qiita.com/bukurosaikou07items/56b32309d51f9fdec46a…Clojureでデータ解析をはじめる前に知っておきたい参考書及びライブラリhttp://qiita.com/bukurosaikou07items/27916c97eb8861c85a54…
Clojureをスクリプトとして使う：inleinhttp://hatappo.hatenadiary.jp/entry/2016/03/9/182931…Clojureで0からのニューラルネット構築と隠れ層の観察http://qiita.com/Jah524/items/09d5fd0e46c0c71a118…
 “クックパッド、レシピ検索動向から熊本地震における生活の変化を調査 | クックパッド株式会社” http://htn.to/DDnmKhp
＠各位端末移行失敗したのでLINEその他が死んだ！！！！宜しく！！！！！！！！！！！！！！！！！！
 ？？？ https://pic.twitter.com/jZmhENoMc0
 腹に入れていた新聞紙を捨てようとしたけど後ろにいる選手に当たりそうだったのでとりあえず読んでみるﾊﾞ師匠　#jspocycle https://pic.twitter.com/IQKE4oP8Dy
@yuifu 次回開催楽しみにしております！！
@yuifu 拝承
@yuifu あ、手間かかるようでしたら全然結構です！！時間余ってると聞いたので、隙間時間埋めようかなと思っただけですのでお気遣いなく！！！！！！！
@yuifu はい、ジャストナウでヤンス
@yuifu 知らない論文色々紹介していただいて参考になりました。ありがとうございます。ただ、誠実な可視化をすれば解決するかということについてはちょっと意見ありますので、もし時間あればLT枠いただけますと幸いです（時間的に全然無理ない範囲で！）
いや、質疑応答の時間なかったのでここに書きますけど、発表者の方が出したズートピアの登場キャラの身長の差をそのキャラの絵の高さで表現する手法、あれ動物の体型によって表面積変わるんで印象全然変わるから高さ比較に対してかなり誤解抱かせる、ダメな可視化の典型だと思います
 どんなエラーバーを使うかによって印象が変わる #wacode / “Points of Significance: Error bars : Nature Methods : Nature Publishing Group” http://htn.to/ewpYpP
@johtani しませぬ
 #wacode / “Error Bars Considered Harmful: Exploring Alternate Encodings for Mean and Error” http://htn.to/EszD1Wa
主催者「あんちべさんがいるんで3D円グラフを出すと思うでしょう？」参加者「うんうん」あんちべ「えっ、どういうことなの…」
@miyabiarts いいですね、必ず次寿司おごりますので、先に焼肉おごってください
あんちべと申します。SNS企業でデータ解析してるものですデータ解析やd3.jsで可視化する本を書き、人生の目標として、3D円グラフを撲滅しようと尽力しております。よろしくお願いします。
@johtani https://sites.google.com/site/wacodestuy/…主にバイオ系の人たちがワイワイ集まってデータ分析系の話を色々する会で、今日は可視化の話をしてます
「ポスグレっていうMySQLのぱちもんみたいなソフトがあって」って説明を聞いてる、熱い
バイオ系研究者「BI（バイオインフォマティクス）ツールかー」って言ってて「なるほどね」ってなった
自分が方向音痴である事を重々承知しているが故にランチには三十分、イベントには二時間前に到着する予定でいたが、想定を遥かに超えてもうイベントに間に合うかどうか相当怪しい雰囲気すら醸し出されている。道を歩くという行為にどのような訓練をすれば良いのか三十年以上模索している
ようやく池袋っていう埼玉の主要駅に到着した
久々に電車乗ったら完全に迷子になって、もう到着してるはずの予定に対し、むしろ出発地点より遠ざかるはめになって、更に乗り継ぎを間違えてしまい、埼玉を目指すはずが神奈川に居る。明らかにLispより電車のほうが難しい
@vvakame そんな遠慮しないで良いんですよ
@vvakame やたら美味しい4000円もする味付け卵が食えるとこあるんだけど私に奢っても良いんですよ
 link: uLisp - Lisp for the Arduino: http://www.ulisp.com/
 最近イスラムのコーランとハディース読んでるけど「豚肉を食うな」以外にも「三人でいる時二人にしか通じないネタを話さない」「なんとなく飯をおごったりしろ」「旅はいいぞ」「ぼっちは仲間に入れてけ」みたいな話ばっかりで普通に最高の宗教だと思った
@suruli ご存知かもしれませんが、するり音さんが大好きなmisono情報です、ご査収くださいhttp://www.gingeki.jp/archives/1744
 「不満」を研究用データセットとして無償提供開始情報・システム研究機構 国立情報学研究所と提携 https://www.atpress.ne.jp/news/103271
 “【ゲーム語りの基礎教養：第一回】初代ドラクエはRPGへの逆風の中に生まれた――“ドラクエ以前”の国内RPG史に見る「苦闘」の歴史 | 電ファミニコゲーマー企画記事” http://htn.to/d7q8wt
